ID	X1	X2	X6	X8	X9	X10	X11	X13	X14	X15	X16	X17	X18	X19	X20	X22	X23	X25	X27	X30	X31	X32	X33	X34	X35	Kabul
X796	0.66	4.6533	32.4111			13			8.5	3.768	10.2962	4	2	15.8257	0.5			1						80.7886	95.9543	1
X797	0.645	4.9133	31.6745			9				2.7157	2.2262	4	2	11.4059	0.5			1						58.6747	69.4356	1
X798	0.295	3.738	11.6051			7	0.12	0.15		1.7046	2.7769	2	1.5	3.7341	0.4	1.9688	0.45	0.9442			0.6185			35.2711	38.7102	1
X799	0.36	4.4204	30.6835		11	17.5			2.1	3.868		5	2.5	24.3683	1		2.5	1				0.6556		82.5875	106.5958	1
X800	0.37	4.4204	31.5358		5	19.5			2.5	3.7306		5	2.5	23.5027	1		2.5	1				0.6556		79.7124	102.8451	1
X801	0.38	4.4204	32.3881		16	20			3	4.6545	5.6253	5	2.5	29.3232	1		2.5	1				0.6556		99.1239	128.0671	1
X802	0.38	17.3251	32.3881		8	18			5.1215	4.4995		5	2.5	28.3469	1			1				0.6556		95.8698	123.8367	1
X803	0.36	11.4014	14.6661		13.5	14				3.1612		5	3	19.9153	1			1				0.6556		67.7443	87.2996	1
X804	0.36	11.4014	14.6661		13.5	14				3.1612		5	3	19.9153	1			1				0.6556		67.7443	87.2996	1
X805	0.525	11.4014	21.3881		9.746	17				3.4596		5	3	21.7952	1			1				0.6556		74.1757	95.4459	1
X806	0.22	2.1904	9.1459		8.5	5.25				1.6343		3.6	2	15.4443	0.5	5.3298		0.9953				0.5	1	40.8657	56.09	1
X807	0.19	2.2018	8.0496		0.9	5.25				1.2001		3.6	2	11.3407	0.5	3.9137		0.7308				0.5	1	30.036	41.1867	1
X808	0.22	1.8262	10.3205			6				1.3615	0.8705	4	1.2	10.0067	0.4	2.1441	1.3	0.386				1.3118		31.3406	41.1273	1
X809	0.35	6.5445	16.1			9		0.15		6.1779	4.7	5	2.5	13.134	0.5	3.7376	3.5	0.5					0.65	59.41	72.194	1
X810	0.35	4.1532	14.875		0.5	9		0.15		6.1666	4.35	5	2.5	15.9874	0.5	3.7308	4	0.5					0.65	56.4256	72.063	1
X811	0.38	4.2614	15.5914		9	8.7	0.8804			2.5958	3.5	4	3	10.9022	0.8			1			0.4943	0.6878	1	55.8911	66.4133	1
X812	0.42	4.3444	17.2326		9	5.5				2.2655	0.8451	4	2	9.5151	0.7			1				0.6878	1	48.9954	58.0905	1
X813	0.3	4.2614	11.9416			10	0.8804			2.0853	6.4395	3	3	8.7581	1			1			0.4943	0.6878		45.0903	53.5484	1
X814	0.545	3.1869	22.89			12		1.7081		2.9839	6.2925	7.5	1.5	17.5452	0.6	8.6743	3	2.4062					1	74.2869	91.2871	1
X815	0.545	3.1869	20.2582			12		1.7081		2.8369	5.9839	7.5	1.5	20.2552	0.6	8.6335	3	2.3949					1	71.1474	90.8576	1
X816	0.195	8.8527	9.5462			9				1.7379	0.9084	4.5	1.2	7.299	0.4	2.4328		0.4379					0.35	39.5609	46.6649	1
X817	0.4	6.8691	23.6			16.5		0.15		3.5302	3.9674	4	2.5	11.7673	0.5	4.0774		0.5					0.75	67.3441	78.7114	1
X818	0.365	3.7922	15.1475			12	0.5	0.15		2.529	3.6783	3	2.5	6.5973	0.4	2.921		0.2			2.8141			49.9971	56.2294	1
X819	0.79	11.9619	34.174			15				4.1643	13.0492	5	2.5	17.4899	0.6		1	1						89.2394	105.9393	1
X820	0.77	15.7887	33.3088			17				4.1091	6.9213	5	2.5	17.2582	0.6		1	1			0.063			88.0609	104.5491	1
X821	0.91	5.4779	47.7524			18		1.6393		6.5718	19.9167	7.5	2	20.7012	0.6	8.7727	27.8	0.7935					0.75	148.4843	168.2755	1
X822	0.696	3.9779	36.5227			10		1.6393		3.7271	10.0512	7.5	2	18.7844	0.6	5.3646	1.5	0.4853					0.75	84.8141	102.9025	1
X823	1.2	3.4993	31.3578			7	0.21			2.8376	2.9035	4	3.5	11.918	1			1			3.2816			61.7898	72.5078	1
X824	0.21	2.0901	9.8088			5				1.2959	0.8186	5	1.2	10.8854	0.4	2.1164	1.2	0.381					0.4	29.9208	40.5962	1
X825	0.255	2.3963	11.302			10				1.6974	3.45	4	1.2	7.1291	0.4	2.3761	1.2	0.4277						38.7045	45.5786	1
X826	0.65	9.815	34.7431			20				4.5585	12.9128	5	2.6	19.1459	0.7			5	1.9		3.5			101.3794	119.8753	1
X827	0.415	1.4562	15.2268		0.5	8				1.0164	3.4727	2.5	1.2	1.7449	0.5	2.0153		0.3355	0.69					37.3279	38.6578	1
X828	0.275	2.0971	12.472			10				1.7999	5.4295	4	1.6	7.5597	0.4	2.5196		0.4536						41.0467	48.3314	1
X829	0.31	2.7494	19.0354			6				1.7154	1.224	3	1.2	15.1302	0.5	2.8219		0.1535		0.6				39.3096	54.1298	1
X830	0.235	2.5692	14.3825			6		1.6022		1.5439	1.224	3	1.5	10.6992	0.6	2.4428		1.2936						36.3932	46.8574	1
X831	0.46	3.7247	22.2593			12	0.5	0.15		2.6497		3	2.5	6.9124	0.4	3.0604		0.1			1.5484			52.3525	58.8049	1
X832	0.385	3.8782	13.967			12	0.5	0.15		2.1158	6.516	3	2.5	6.4959	0.4	3.0256		0.1			3.488			52.0256	58.1365	1
X833	0.365	3.8241	15			12	0.5	0.15		2.7302	6.6193	3	2.5	7.1222	0.4	3.1534		0.2			3.488			53.93	60.6872	1
X834	0.3	3.9779	10.7133		0.5	14	0.7	0.15		2.8352	6.4935	5	3	10.2254	0.4	3.2747		0.2			0.7946		0.75	53.0892	63.0146	1
X835	0.385	6.1534	20.9504			9		0.15		6.713	5.3	5	2.5	13.426	0.5	4.0614	3.5	0.5					0.65	65.3632	78.4042	1
X836	0.285	3.7102	9.8719			9	0.21	0.15		5.0673	1.4494	3	2.5	5.508	0.4	2.6012		0.5			2.2216		4.2068	45.1734	50.3964	1
X837	0.89	4.7176	46.157			15		1.5856		4.5662	15.0643	5.75	1.5	14.3836	0.75	6.0712		0.1103					0.8	102.9622	116.4558	1
X838	0.3	2.8843	12.7496		2	7				1.9012	3.4906	4.5	2.5	13.974	0.6	5.7727		1.078				0.3	2	47.0764	60.7504	1
