ID	X1	X2	X6	X8	X9	X10	X11	X13	X14	X15	X16	X17	X18	X19	X20	X22	X23	X25	X27	X30	X31	X32	X33	X34	X35	Kabul
X400	0.7	3.28	24.6273			13				2.7811	5.6652	5	2	14.6009	0.75	7.8188		1.4601				0.3	1	68.3825	82.2834	0
X401	0.7	3.28	33.7941			13				3.2887	7.6498	5	2	17.2657	0.75	9.2458		1.7266				0.3		80.735	97.3007	0
X402	0.7	3.4002	23.5171		1.6	10.5				6.967	0.6671	5	2	17.6265	0.75	10.0956		1.8853				0.3	21.9355	89.3178	106.2443	1
X403	0.545	2.2309	25.7329		10	10				8.3431	7.2204	4	2	22.9434	0.5	12.2862		2.2943				0.3	21.4463	106.8991	129.2975	0
X404	0.515	2.2309	16.2604		10	10				7.372	6.9823	4	2	20.273	0.5	10.8562		2.0273				0.3	21.4463	94.4904	114.2484	0
X405	0.285	2.5577	9.2619			5.5		1.3306		3.815		3	1.5	8.393	1	2.8528	6.5	1.5107					7.5	46.6137	54.7217	0
X406	0.285	2.5577	9.2619		3.5	4.5		1.3306		3.215		3	1.5	7.073	1	2.4041		1.2731					5.5	39.3274	46.1154	0
X407	0.77	4.0577	26.6382			11		1.3306		4.6976	5.925	6.5	1.5	19.7298	1	6.7062	36	3.5514						109.6767	128.6365	0
X408	0.232	2.5746	7.8099		3.5	4.5		1.3407		3.0425		2.7	1.5	6.6935	1	2.2751		1.2048					5.5	37.1796	43.6411	1
X409	0.98	13.7997	14.266			15				2.6862	4.5582	4	1.5	14.1025	0.6	3.917		0.7051						62.0122	75.1347	1
X410	0.365	3.8039	15.1589		2.4	5.5				1.6252	0.641	2	1.2	6.8258	0.8			1					1	35.494	41.9548	0
X411	0.365	2.9394	11.4776		2.5	5.5				1.3951	0.4854	2	1.2	5.8595	0.8			1					1	30.6625	36.157	0
X412	0.32	2.9203	12.48			5				1.3171	1.3415	2	1.2	5.5318	0.4			1					1	28.9789	34.1907	1
X413	0.32	2.9903	12.48			5				1.3206	1.3415	2	1.2	5.5465	0.4			1					1	29.0524	34.2789	1
X414	0.275	2.9203	10.725			5				1.1867	0.4889	2	1.2	4.9842	0.4			1					1	26.1959	30.9051	0
X415	0.415	3.1203	16.185			8	0.6996			1.7933	2	2.4	1.7	7.5318	0.4			1			0.3608		1	39.074	46.1908	1
X416	0.475	8.9968	16.3791			10	0.7008			2.1678	2	2.7	1.75	9.1046	0.5			1			0.3286			46.9981	55.6277	1
X417	0.385	8.9968	12.5672			6.8				1.6307		2	1.75	6.8489	0.5			1						35.6297	42.0936	1
X418	1.005	3.6003	32.9306		3.2	8				2.624		2.5	1.75	13.7762	0.5			0.6888						56.7987	69.5699	1
X419	0.915	3.7203	29.7688			9.5			5	3.0268	7.6475	3	1.5	11.4414	0.4			1						65.4784	76.0048	1
X420	0.5	4.9203	16.2964			6.7				1.6735	1.3037	2	1.75	6.3259	0.5			1						36.6439	42.4698	1
X421	0.32	3.9339	17.9125			8	0.8864			1.9495	2	2.4	2	8.1879	0.4			1			0.4571		1	42.2594	50.1273	0
X422	0.45	3.9101	13.9069			7		0.15		6.05	3.2331	4.5	2	10.0833	0.6	3.6602							15.1165	60.5768	70.2101	0
X423	0.55	3.2385	17.7818			7		0.15		6.4857	3.661	4.5	2	10.8096	0.6	3.9239							15.1165	65.0074	75.267	0
X424	0.86	3.2385	27.8043			8		0.15	4.8373	9.9599	4.6594	4.5	2	16.5998	0.6	6.0257							27.2097	99.8448	115.5846	0
X425	0.73	3.2385	22.5601			8		0.15	4.8373	8.6929	3.8797	4.5	2	14.4881	0.6	5.2592							22.6748	87.1225	100.8806	0
X426	0.365	3.477	13.1062		4.8	6.5				1.6515	0.5466	2	1.2	6.9363	0.4			0.5					1	35.5463	42.1176	1
X427	0.4	4.7531	12.24			14		0.15		6.8313	3.8132	4.5	3	11.3855	0.6	4.1329					1.5303		12.3408	68.2916	79.2771	0
X428	0.57	1.7432	27.4799		2.7	7				3.6424	1.7063	2.5	2	12.293	0.4	6.5183		0.6146						56.8747	68.5977	0
X429	1.6	5.8432	27.8762		2	12				2.93	5.0198	3.5	2	15.3823	0.36	8.1565		0.7691						72.0548	85.8371	0
X430	0.63	4.28	30.7465			11				3.3678	14.5	3.5	1.8	14.1449	0.5			4.2435	1.03					75.5978	89.1127	0
X431	0.515	2.8179	20.3103			10.5	0.375	0.15		1.7988	0.1892	2.5	2	5.1735	0.4	2.5723					0.5539			44.6824	49.3409	1
X432	0.4	1.95	27.4259			10				2.9469	8.5	6	2.8	12.3768	0.5			3.713	0.91		0.8512			65.997	77.9738	1
X433	0.4	6.47	26.829			10				2.9436	5.2	5.5	2.8	12.3631	0.5			3.7089	0.74		0.833			65.9245	77.8876	1
X434	0.465	2.5245	25.1358			12	0.375	0.15		3.1945	8.1991	3.5	2.2	8.3336	0.4	3.6897					1.0727			62.9063	70.7749	0
X435	0.465	2.5245	26.3572			12	0.375	0.15		3.2648	8.1991	3.5	2.2	8.5168	0.4	3.7708					1.0727			64.2791	72.3309	0
X436	0.522	2.862	23.5261			12	0.375	0.15		2.6677	0.1813	3.5	2.2	6.9591	0.4	3.0811					1.1997			52.6649	59.102	0
X437	0.4	4.6863	11.9816			14		0.15		6.7359	3.7327	4.5	3	11.2266	0.6	4.0752					1.4874		11.9948	67.3439	78.1705	0
X438	1.3	0.125	18.439			8.5	0.36			1.7763		3	2	5.9683	0.4	2.8407	1	0.4327	0.325		0.7263	0.1	0.55	41.875	46.5433	0
X439	1.32	0.125	13.3267			8.5	0.36			1.5207		3	2	5.4287	0.4	2.4528	1	0.3736	0.325		0.7263	0.1	0.55	36.0801	40.1888	0
X440	0.522	2.8537	20.9501			12	0.375	0.15		2.5189	0.1805	3.5	2.2	6.5709	0.4	2.9093					1.197			49.7565	55.8054	0
X441	0.465	2.5162	20.7831			12	0.375	0.15		2.9417	8.1656	3.5	2.2	7.674	0.4	3.3977					1.07			57.9643	65.1733	0
X442	0.285	11.41	11.2888			10				2.3566	3.85	5.5	2.8	9.8977	0.5			2.9693	0.95		0.833			52.7427	62.3554	0
X443	0.3	11.41	11.8829		5	8				2.5813	5	5	2.85	10.8414	0.7			3.2524	0.95		0.833			57.7596	68.301	0
X444	0.37	1.9658	12.1914		4.5	5.7				3.2905	0.8473	3.6	1.8	18.0975	0.5	5.8147	1.5	1.0859				0.3		43.4656	61.1931	0
X445	0.32	1.93	12.9571			8.8				1.8839	4.1	5	2.8	7.9124	0.5				0.74		0.8512			39.8822	47.4746	1
X446	0.265	1.41	9.3387		6.8	5.2				1.8177	4.9704	4.8	1.8	7.6342	0.5			2.2903	0.79		0.7443			40.7264	48.0956	0
X447	0.99	12.6897	36.3482			15				4.0403	7.7173	5	2	21.2114	0.75	11.3587		2.1211				0.3	1	99.3153	119.5367	0
X448	0.768	3.56	33.6267			25	1.44			4.1559	7.15	4	5	17.4547	0.65			5.2364	0.83		1.8609			93.2779	109.9646	1
X449	0.27	3.257	13.4572			5				1.3384	0.5547	1.9	1.2	5.6215	0.4			1					1	29.3773	34.7288	1
X450	0.32	3.577	16.035			8	0.78			1.8847	3.1	2.4	2	7.3221	0.4			1			0.4022		1	40.8989	47.901	1
X451	0.39	3.677	19.5427			8.5	0.7812			2.0902	3.5	2.4	2.5	8.7787	0.5			1			0.4022			45.2833	53.672	1
X452	0.39	3.677	19.5427			8	0.7812			2.0852	3.5	2.9	2.5	8.7577	0.4			1			0.4022			45.1783	53.546	1
X453	0.35	3.297	17.6321			5				1.5515	1.5	2	1.2	6.5161	0.4			1						33.9306	40.0967	1
X454	0.275	3.0366	10.731		1.7	5				1.2735	0.5023	1.9	1.2	5.3487	0.4			1					1	28.0184	33.0921	0
X455	0.275	3.0366	8.6974		3.6	6				1.3168	0.5023	1.9	1.2	5.5306	0.4			1					1	28.9281	34.1837	0
X456	0.34	3.0366	10.7531			5				1.2045	1.8	1.9	1.2	5.0588	0.4			1						26.6342	31.353	0
X457	0.39	3.0516	12.5158		4.5	7				1.6085	0.5023	2	1.2	6.7556	0.4			1					1	35.1682	41.5338	0
X458	0.31	10.5915	10.799			7.5				1.6195		1.9	1.2	6.802	0.4			1						35.32	41.812	1
X459	0.32	10.3448	11.3188			9	3.1744			2.077	2.5	2.4	2	8.7234	0.4			1			0.4022			44.9372	53.3406	1
X460	0.35	3.1316	11.6508			9	2.828			1.7684	3	2.5	2.5	7.4274	0.4			1			0.3583			38.4871	45.5645	0
X461	0.4	3.857	19.5344			9	0.7812			2.1687	3.8	2.8	2.7	9.1087	0.5			1			0.4022			46.9435	55.6522	0
X462	0.33	3.577	11.4957			10	0.7812			5.6051	2.5	2.5	2.5	9.1282	0.5			1			0.4022		5.78	46.9712	55.7694	1
X463	0.8	4.0866	25.6735			13				2.6524	4.7882	3	2	11.1401	0.5			1						57.5007	67.8408	0
X464	0.62	4.0866	26.3852		1.7	8				3.0375	4.9533	3	2	10.7325	0.5			1						55.2826	65.3951	0
X465	0.575	20.211	20.9548			12.5				3.2273	3.8792	5	1.5	13.5545	0.5			1						69.3473	82.3268	1
X466	0.24	3.0366	7.5904			6.5				1.2153	3.579	1.9	1.2	5.1043	0.5			1						26.7613	31.6256	0
X467	0.325	3.0716	13.6798			6.5				1.4315	1.779	1.9	1.2	6.0124	0.5			1						31.3869	37.0743	0
X468	0.3	3.517	10.4507			6.8				3.633	0.7074	2	1.2	6.7816	0.5			1					5.1	35.2081	41.6897	1
X469	0.8	4.0866	25.3014			14				8.3544	7.2323	3	2	15.5949	0.5			1					13.5	79.7747	94.5696	0
X470	0.16	2.6021	5.7569			4.5				1.6213	1.5663	2.5	2	6.8093	1	2.3145	12.5	1.2257						37.7468	44.3961	0
X471	0.43	7.93	15.6969			8.5				1.9579	1.0316	3	2	8.2233	0.5			1				0.5		42.5464	50.3397	1
X472	0.265	2.7921	7.7686			7.5		1.3572		3.1263	1.9951	2.5	1.5	6.8779	0.6	2.3378		1.238					5.25	38.2301	44.843	0
X473	0.85	5.3901	12.6281			20				2.5289	6.4603	4	1.5	13.2769	0.6	3.6876		0.6638						58.3088	70.7357	0
X474	0.75	14.0119	11.1425			15				2.6588	6.9217	4	1.5	13.9587	0.6	3.877		0.6979						61.1598	74.3685	1
X475	0.42	2.1863	15.4124			10	0.3			1.716		3	1.8	7.2073	0.5	2.426		0.8649			1.122			39.7476	46.5349	1
X476	0.522	2.8628	20.5744			11	0.375	0.15		1.9144	0.0907	3.5	2.2	5.5059	0.4	2.7375					1.2			47.5268	52.5107	0
X477	0.522	2.9317	21.4901			11	0.375	0.15		1.9349	0.1876	3	2.2	5.565	0.4	2.7669					1.0731			48.0313	53.0743	0
X478	0.29	1.9998	12.6296		7.2419	5.7				4.1972		3.6	1.8	13.8509	0.5	6.4282		1.2004				0.3	8.2011	54.0882	67.6491	1
X479	0.2	1.9744	9.2296		8.5267	5.7				3.771		3.6	1.8	12.4443	0.5	5.7754		1.0785				0.3	6.0794	48.535	60.7793	0
X480	0.73	2.6583	24.613			14				2.677	5.2693	4	2	11.2435	1	3.8217		2.0238						62.7931	73.3066	0
X481	0.745	8.9598	19.3162	5.0163		13				4.9185	19.7823	5	2	25.8222	0.75	13.8278		2.5822				0.3	24.2456	120.4437	145.5209	0
X482	0.745	8.9598	30.1262	5.5737		13				4.8349	6.7436	5	2	25.3835	0.75	13.5928		2.5383				0.3	24.2456	118.4099	143.0484	0
X483	0.27	1.9998	9.0579		4.5	5.25				1.3504		3.6	1.8	8.5074	0.5	3.9483		0.7373				0.3		33.3137	41.5511	1
X484	0.29	1.9836	9.5885		3	5.8				1.3286		3.6	1.8	11.9973	0.5	4.2731		0.798				0.3		33.2618	44.9691	0
X485	0.37	3.3949	11.0516			11	0.5	0.15		6.0263	1.3707	4	2.5	12.8117	0.4	3.6459		0.5			2.1182		10.9654	57.993	70.4347	1
X486	0.43	7.5972	14.3734			7.5				1.7333	0.9447	2	1.75	5.4598	0.5			1						37.8286	42.8584	1
X487	0.64	3.6012	25.8182		2.5	7.5				2.2085		2.5	1.75	12.9858	0.5			0.5936						47.6115	59.9573	1
X488	0.25	1.9971	12.9536		8.7296	5				1.7236	0.5914	2.7	1.5	9.4832	1	2.5374		0.4568						39.4395	48.6727	0
X489	0.55	2.6867	21.2186			8		1.408		5.9351	6.7874	3	2.25	13.0572	1	4.4381	6.5	2.3503					6.5	72.6242	85.1314	0
X490	0.5	2.6867	18.8838		1.2	8.5		1.408		2.208	6.8805	2.5	1.5	9.2734	0.6	3.152		1.6692						51.6882	60.4616	1
X491	0.7	4.3867	26.4373		1.2	8.5		1.408		2.575	4.9679	2.5	1.5	10.815	0.6	3.676		1.9467						60.3976	70.5126	1
X492	0.37	3.2707	18.5414			10.725	0.4	0.15		2.588	4.5756	3	2	6.7513	0.4	2.9891		0.5			1.9461			51.4559	57.8372	0
X493	0.37	3.2988	15.1078			9.5	0.4	0.15		1.8581	4.5681	3	2	6.059	0.4	2.6571		0.5			1.9683			45.7782	51.4672	0
X494	0.39	3.2707	11.2105			10	0.225	0.15		2.0794	5.5887	3	2	3.7808	0.4	2.4017		0.5			1.9627			43.1787	46.5695	0
X495	0.39	3.3109	11.8813			11	0.225	0.15		2.2247	4.7281	3	2	5.8036	0.4	2.5695		0.5			1.9951			44.3746	49.7882	0
X496	0.39	3.3109	22.2944			10	0.225	0.15		2.8177	5.6281	3	2	7.3505	0.4	3.2544		0.5			1.9951			55.9656	62.9261	0
X497	0.39	3.3109	18.1004			10	0.225	0.15		2.542	5.0281	3	2	6.6314	0.4	2.9361		0.5			1.9951			50.5776	56.819	0
X498	1.7	7.0526	33.9871			12				3.163	4.36	3.5	2	16.6057	0.36	8.8052		0.8303						77.7582	92.6639	0
X499	0.45	7.2356	16.5599			14		0.15		3.9007	23.793	3.5	2	10.1758	0.6	4.5053		0.8642						77.5587	87.2845	0
X500	0.45	7.3408	14.4732			14		0.15		3.2513	14.4807	3.5	2	8.4817	0.6	3.7553		0.7203						64.7216	72.7533	1
X501	0.45	7.2408	13.7115			14		0.15		3.2678	15.6286	3.5	2	8.5246	0.6	3.7743		0.724						65.047	73.1216	0
X502	0.37	3.3157	11.0949			11	0.5	0.15		5.2084	1.3824	4	2.5	7.945	0.4	3.1511		0.5			2.4968		7.2991	53.3684	60.9434	0
X503	0.75	3.4119	28.3445		1.6	11				5.4633	0.7268	5	2	15.0241	0.75	8.0454		1.5024				0.3	1.5	70.3943	84.6684	0
X504	0.21	2.7031	7.0081		2.5	5		1.4179		1.28	2.3699	2.5	1.5	5.3758	0.6	1.8272		0.9676						29.8838	35.0496	0
X505	0.45	7.1928	15.9534			14		0.15		3.5589	18.4971	3.5	2	9.284	0.6	4.1105		0.7885						70.8012	79.6352	0
X506	0.37	3.266	20.5219			10	0.88			2.2073	4.1773	3	1.2	9.2705	0.5	3.0684		0.1669		0.6				49.9578	58.8583	0
X507	0.31	3.8487	19.5118			6				1.7975	1.2888	3	1.2	7.5494	0.5	2.4988		0.1359		0.6				40.6915	47.9309	1
X508	0.25	3.8487	15.7353			4.8				1.5486	1.2888	3	1.2	6.5043	0.5	2.1529		0.1171		0.6				35.0414	41.2957	1
X509	0.26	3.9777	18.1371			4.8				1.6805	1.3952	3	1.2	7.0581	0.5	2.3362		0.127		0.6				38.0137	44.8118	0
X510	0.43	4.7288	16.8449			6				1.6525	1.2256	2	1.75	5.2053	0.5			1						36.1318	40.9071	1
X511	0.35	4.3137	12.6245			8		0.2		2.0538	2.3649	2.5	1.8	6.7782	0.5	2.3721		0.4067	0.48				1.1081	39.0738	45.502	1
X512	0.44	3.3186	14.9503			11	0.5	0.15		6.1092	1.3839	4	2.5	9.3192	0.4	3.6961		0.5			2.4994		11.0709	62.5184	71.3976	0
X513	0.4	1.46	29.401			10				2.5436		5	2.5	10.6832	0.6			3.205	0.87		1.0413			57.0209	67.3041	0
X514	0.2	1.79	10.4			8				1.8385	6.4577	5	2.8	7.7218	0.7			2.3166	0.79		0.833			41.1258	48.6476	0
X515	0.275	1.74	12.6197			12	0.48			2.1617	5.6013	5	2.8	11.3488	0.6			2.8372	0.61		1.7024			48.4273	59.5811	1
X516	0.7	5.2675	23.9469			16		1.4114	4.3365	3.2076	7.3394	3	2.25	13.4719	0.6	4.5791		2.4249						75.0633	87.8352	0
X517	0.7	5.2675	20.5741			16		1.4114	4.3365	3.0389	7.3394	3	2.25	12.7636	0.6	4.3383		2.2974						71.1535	83.2171	0
X518	0.91	5.2675	31.7888			15		1.4114	4.3365	3.5872	7.3394	3	2.25	15.0662	0.6	5.121		2.7119					0.75	84.0737	98.2299	1
X519	0.22	2.0006	8.1351			5.5				1.0918		3.6	1.8	6.8783	0.5	3.1922		0.5961				0.3		26.9358	33.5941	0
X520	0.415	3.9378	23.6691			15		1.4259		2.5266		4	1.5	10.6119	1	3.607		1.9101						58.9915	69.1884	0
X521	0.2	2.0111	7.4386			5.5				1.0275		3	1.8	6.4732	0.5	3.0042		0.561				0.3		25.3424	31.6156	0
X522	0.27	0.215	8.596		1.3	4	0.06			0.9173		1.8	1.5	3.4674	0.4	1.4923		0.2273	0.275			0.2		21.2529	24.4503	0
X523	1.4	0.125	20.0646			10	0.21			1.8778		3	2.25	5.9151	0.4	2.9772	0.8	0.4535	0.275		0.2314	0.2		44.2645	48.7796	0
X524	0.28	2.0111	22.3977			8				1.9304		3.6	1.8	14.1887	0.5	5.8614		1.0946				0.3		47.7752	61.6839	0
X525	0.37	3.5556	21.6894		10.4943	10		0.15		3.4963	1.8	3.5	2	16.1368	0.6	4.0382		0.7746						62.4684	78.2352	1
X526	0.28	2.0111	36.3163			8				2.6264		3.6	1.8	19.3038	0.5	7.9744		1.4892				0.3		64.8974	83.9212	0
X527	0.2	2.0111	7.4386		4.5	5.25				1.27		3.6	1.8	10.2678	0.5	3.956		0.7388				0.3		31.5645	41.6323	1
X528	0.2	1.7683	17.5732			7				1.8871	6.5	2.5	2	8.322	0.4	5.0852		0.4795						45.3933	53.5153	1
X529	0.38	3.66	20.5154		5.5	18				3.1665	4.5	5	2.8	13.2992	1.5			3.9898	0.79		1.064			70.8657	83.7849	1
X530	0.275	2.9098	11.1149		2.2	4				1.2237		2	1.75	7.1956	0.5			0.3289						26.3023	33.2229	0
X531	0.315	4.39	12.7547		3	10				2.2649	4.2	5.7	2.8	9.5127	0.6			2.8538	0.79		1.064			50.7324	59.9301	1
X532	0.27	0.6104	0			10	0.88			0.8325	0.56	2.3	1.2	3.4966	0.5	1.1573		0.0629		0.6				18.9731	22.1997	1
X533	0.285	3.1466	10.2771			8.75	0.6			2.417	3.4	2	1.2	15.1168	0.4	2.7917	3	1.3387					0.45	40.0561	54.8879	1
X534	0.675	9.6061	22.0802			15	0.16			4.6494	10	2	1.4	29.3409	0.6	5.37	2.1	2.5752					0.7	76.9159	105.5818	1
X535	0.675	14.3831	33.4961			25		0.15		8.9399	20.3628	6.3	2	21.2855	0.6	7.5159		1.4417					4.1353	124.9998	145.6103	1
X536	0.55	4.7292	25.1147			6				2.2768	5.6927	2	1.5	7.172	0.5			1						49.3634	55.9854	0
X537	0.66	4.4292	30.1376			9.5			7	3.2734	9.4005	3	1.5	10.3111	0.5			1						70.4007	80.0518	1
X538	0.64	4.767	30.0342		3.3	8.5				2.5801		2.5	2	16.9046	0.5			0.7109						55.5322	71.7968	0
X539	0.275	3.0291	14.4478		2.7	4				1.4213		2	1.75	7.4621	0.5			0.3731						30.4963	37.6834	0
X540	0.66	4.5792	30.1376			8				2.7794	8.8708	2	1.5	5.8367	0.5			1						60.027	65.2037	1
X541	0.44	5.6801	17.4006			6.6				1.759	1.2497	2	1.75	5.5409	0.5			1						38.3794	43.4803	1
X542	0.385	1.37	25.0154			7.5				2.0423	0.75	3	1.7	8.5775	0.5			2.5733	1.01					45.846	54.0385	0
X543	0.45	1.53	23.6853			12				2.4694	1.7764	5	2.8	10.3716	0.6			3.1115	0.96		1.037			55.4196	65.3412	1
X544	0.27	3.5	15.262			7.5	0.75			2.0593	8.2901	3	1.5	12.9734	0.6	3.1229	0.6	0.5622	0.1833					47.1998	59.9032	0
X545	0.21	3.5	19.7627			7.5	0.75			2.2843	8.2901	3	1.5	14.3911	0.6	3.4642	0.6	0.6236	0.1833					52.2682	66.4493	0
X546	0.32	3.35	20.5326			7.5	0.75			2.0908	3.5	3	1.5	8.7813	0.5	2.9558	1	1.0538	0.1833					48.2363	56.6976	0
X547	0.27	5.3219	10.1468		1	10	1.2			2.6872	3.3	3.025	2.25	12.1001	1	5.6432	1	1.3108			0.09		2	50.2449	62.075	0
X548	0.27	5.3219	10.1468		1	10	1.2			2.5823	3.3	3.025	2.25	11.8001	1	5.4227	1	0.5113			0.09		1	48.12	59.6501	0
X549	0.27	5.3219	10.1468		0.75	10	1.2			2.7133	3.9405	3.025	2.25	12.2173	1	5.6978	1	1.3235			0.09		2	50.7288	62.6761	0
X550	0.27	5.3219	10.1468		0.75	10	1.2			2.6735	3.9405	3.025	2.25	12.2173	1	5.6144	1	0.5294			0.09		2	49.8115	61.7588	0
X551	0.295	3.6126	11.6849		0.7657	10	0.285	0.15		2.192	4.0636	3	2	5.7181	0.4	2.5317		0.5			2.1591			43.6396	49.0627	1
X552	0.355	4.3537	37.6119			9		0.15		3.4769	3	3	2	9.0701	0.4	4.0158		0.5			0.9517			68.815	77.5301	1
X553	0.355	3.6126	23.342			9	0.285	0.15		2.8368	2	3	2	12.2023	0.4	3.2765		0.5			0.7442			51.5021	63.3494	0
X554	0.355	3.6126	30.4422			9		0.15		3.1734	3.2	3	2	10.9197	0.4	3.6653		0.5			0.7442			60.2427	70.8074	1
X555	0.615	13.486	23.3856			25		0.15		7.717	17.7789	6.3	2	18.3739	0.6	6.4878		1.2445					3.1688	107.9336	125.6925	0
X556	0.3	1.72	13.1435			6				1.4362		3.3	2.8	6.0319	0.7			1.8096	1.06					32.2693	38.0012	1
X557	0.675	13.7936	28.917			25		0.15		8.3286	18.8196	6.3	2	19.83	0.6	7.002		1.3431					3.57	116.4989	135.6539	0
X558	1.04	5.8111	46.2654			15		1.7375	5.5224	4.4986	9.0352	3	2.25	18.894	0.6	6.4221		3.4009					0.75	105.3332	123.1872	0
X559	0.32	0.785	14.7264		0.8	9	0.34			9.7428	6.0738	5	2.8	12.7739	0.5		1	3.8322	0.78		1.2163		11.1053	68.0218	80.4757	0
X560	0.25	1.93	26.845			10				2.8335	7	6	2.5	11.9007	0.5			3.5702	0.95		0.9452			63.3239	74.9746	1
X561	0.26	2.09	29.5142			10				3.5039	17.3785	6	2.8	14.7164	0.5			4.4149	0.85		0.9452			78.2567	92.7131	0
X562	1.55	0.2	38.4347		0.7	10	0.06			3.0993	1.7212	6	2.25	11.7153	0.4	5.042	1.3	0.768	0.72			0.2		72.4452	82.6105	0
X563	1.55	0.2	42.7128		0.7	10	0.06			3.3288	2.0331	6	2.25	12.5828	0.4	5.4153	1.3	0.8249	0.72			0.2		77.6949	88.7277	0
X564	0.285	0.215	11.2308		1.3	4	0.06	0.4		1.0703		1.8	1.5	4.0457	0.4	1.7412		0.2652	0.4			0.1		24.7675	28.5282	0
X565	0.285	0.215	13.7198		1.3	4	0.06	0.4		1.1947		1.8	1.5	4.5161	0.4	1.9436		0.2961	0.4			0.1		27.6142	31.8453	0
X566	1.32	0.125	17.3892			8.5	0.51			1.7003		3	2.25	6.4272	0.4	2.7661	0.8	0.4213	0.65		0.282	0.1		40.2139	45.3211	0
X567	1.32	0.125	20.1734			8.5	0.51			1.8395		3	2.25	6.9534	0.4	2.9925	0.8	0.4558	0.65		0.282	0.1		43.3982	49.0316	0
X568	0.26	2.01	24.0071			12				2.8342	7.377	5.5	2.5	11.9037	0.5			3.5711	0.9		1.8904			63.3498	74.9935	1
X569	0.2	1.8344	15.8291		0.7912	5.25				1.4093	0.7306	2	1	15.3892	0.4	2.4988		0.4498					0.35	32.7432	47.9324	1
X570	0.285	2.7355	11.7327			9				1.3491	0.1131	2	1	5.6661	0.4	1.8885		0.34						30.8439	36.225	0
X571	0.625	5.2624	26.2731			12.5		1.6484	5.2184	2.8751		3	2.25	17.0868	0.6	4.3883		2.3239					0.75	67.7146	84.1764	1
X572	0.285	4.58	16.5377			8.4	0.435			2.1102	3.8	4	2	8.8627	0.5			2.6588	0.79		1.1605			47.2572	55.8349	1
X573	0.2	3.135	10.3415		3.5	3.5				1.304	0.7943	2.5	1.5	4.1077	0.5				0.31					27.5848	31.4925	1
X574	0.85	7.24	38.5864			18				4.3059	11.497	3.5	3.5	18.0849	0.7			5	0.595		2.5			96.2743	113.5092	0
X575	0.3	3.39	13.9919		2.5	8	0.255	5		2.4302	7.5	3.5	2	10.2068	0.5			3.062	0.73		1.2367			54.3958	64.3026	0
X576	0.35	3.2608	42.6513			5				2.9537	1.6617	4	1.5	10.3586	1	4.0211		0.7239						67.1225	77.1311	1
X577	0.32	2.7853	21.5623			5.5				1.8024		3.6	1.8	9.4625	0.5	5.0672		0.9463				0.3		44.1835	53.326	0
X578	1.1	5.2389	60.0064		29.9476	10				10.0422	6.835	11	2	40.671	0.5			1						137.6701	177.2411	1
X579	0.53	3.4542	25.8046			7.5		1.8684		2.8407	7.6876	5	1.5	11.9311	1	4.0554	3	2.1476						66.3885	77.7896	1
X580	0.26	2.8237	45.3883			5.9				6.0512		3.6	2	18.6377	0.5	9.125		1.704				0.3		77.6522	96.0299	0
X581	0.25	2.8337	11.4425			11				2.3421	13.2666	4.5	2.5	15.3949	1	6.9165		1.2916				0.3		57.643	72.7879	1
X582	1.32	0.125	12.4293			8.5	0.51			1.4538		3	2.25	5.4954	0.4	2.3651	0.8	0.3603	0.65		0.3119	0.1		34.5754	38.7508	0
X583	1.58	0.2	32.9675		0.7	10	0.06			2.7969	1.1409	6	2.25	10.5724	0.4	4.5501	1.3	0.6931	0.72			0.2		65.5585	74.5509	0
X584	0.31	0.215	7.2369		1.5	4	0.06	0.6		0.8906		1.8	1.5	3.3665	0.4	1.4488		0.2207	0.4			0.1		20.682	23.7385	0
X585	0.37	14.5953	16.4439			8.7				2.388	2.3217	3	2	10.0298	0.4			1				0.3		51.5189	61.1787	1
X586	0.62	16.2016	27.5547			9.2				3.0432	2.3217	2.5	2	12.7812	0.4			1				0.3		65.1412	77.6874	1
X587	0.61	8.8859	27.1103		1.8	9.5				2.857	4.6433	2.5	2	13.7992	0.4			1				0.3		61.6065	74.7957	1
X588	0.81	12.8688	35.9989		2.2	9				3.5288	5.1077	2.7	2	14.8208	0.4			1				0.3		75.9142	89.925	1
X589	0.77	16.8083	34.2212		2.2	11			5.5	3.9886	4.8417	2.5	2	16.752	0.4			1				0.3		85.5298	101.5118	1
X590	0.48	3.5	27.2642			18				3.1934	4	5	3	13.4125	1			4.0237	0.79		1.3147			71.566	84.4985	0
X591	0.91	1.655	91.2148			17	1.8			7.3486	16.2988	5	2.8	30.8642	1		2.5	3.7037	0.48		6.5736		0.65	158.9345	188.8887	0
X592	0.7	12.924	31.3968		2.2	9				3.5146	9.3721	2.7	2	18.4519	0.4			1				0.3		75.5075	93.2594	1
X593	0.65	9.1568	28.7347			9.5				2.8143	3.6949	2.5	2	14.7752	0.4			1				0.3		60.7507	74.8759	1
X594	0.35	2.335	25.0236			12	0.045			3.1615	6.8	5	2.8	16.598	0.6		1.75	4.1495	0.48		6.397			70.8916	87.1396	0
X595	0.32	4.0935	14.4554			8	0.66	0.15		2.3153	3.872	3	2	7.7175	0.6	2.6741	0.85	0.5			0.9068			44.3971	51.7946	0
X596	0.32	4.0935	13.2164			8	0.66	0.15		2.2409	3.872	3	2	7.4697	0.6	2.5883	0.85	0.5			0.9068			42.9979	50.1476	0
